,coronavirus,covid19,corona,covid_19,stayhome,quarantine,love,covid,virus,art,instagood,photooftheday,instagram,photography,picoftheday,stayathome,staysafe,explorepage,quedateencasa,fashion,explore,yomequedoencasa,fitness,beautiful,nature,cuarentena,life,memes,tiktok,drawing,follow,lockdown,artist,socialdistancing,likeforlikes,cute,illustration,design,music,followforfollowback,italia,pandemic,shanghai,motivation,2020,repost,travel,streetphotography,iorestoacasa,india,tbt,coronamemes,funny,followme,mila_polaroid,photoalbum,gerobokphoto,polaroid,polaroidmurahmalaysia,polaroidmurah,polaroidkalisair,polaroidfamily,polaroidmember,polaroidviral,quarentena,alien,food,me,ancientaliens,china,ufo,meme,s4,spaceship,contacttour,ufos,uap,ufologia,area51,unidentifiedflyingobject,unidentified,unacknowledged,ufosightings,et,ets,disclosure,siriusdisclosure,cseti,mufon,drstevengreer,djteez,tothestarsacademy,коронавирус,viral,artwork,health,italy,superring,happy,covıd19,instadaily,goodvibes,mask,smile,paris,comedy,saude,fun,magras,leica,كورونا,style,selflove,selfcare,pandemia,nutricaosaudavel,السعودية,girl,artistsoninstagram,herbagaharu,اكسبلورر,الامارات,قطر,ipastayathome,luciecovidphoto,مصر,كرونا,كويت,البحرين,حجر,صحي,حجر_صحي,وزارة,الصحة,وزارة_الصحة_الكويت,حظر_التجول,ضحك,کرونا,peace,mentalhealth,quoteoftheday,selfie,happiness,confinement,support,like,mindfulness,空城紀,theemptiness,anxiety,draw,photo,lifestyle,sketch,quarantinelife,humor,کروناویروس,feminism,depression,psychology,like4likes,youtube,funnymemes,instalike,like4like,facts,model,blogger,memesdaily,dankmemes,کرونا_ویروس,family,instaart,likeforfollow,therapy,mentalhealthawareness,mentalhealthawarenessweek,suicide,mentalhealthsupport,psych,therapistsofinstagram,suicidepreventation,psychotherapy,psychotherapis,mytherapistsays,psychologicalcounseling,advice,therapistproblems,takeiteasy,fiqueemcasa,spring,facebook,friends,newyork,photographer,digitalart,artoftheday,travelphotography,beauty,sketchbook
djteez,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,0.0,84.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tothestarsacademy,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,0.0,84.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
коронавирус,82.0,30.0,27.0,8.0,2.0,7.0,5.0,4.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,25.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
viral,75.0,12.0,34.0,19.0,12.0,20.0,25.0,11.0,22.0,3.0,11.0,2.0,6.0,3.0,3.0,2.0,5.0,23.0,1.0,6.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,10.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,10.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
artwork,77.0,33.0,34.0,16.0,13.0,6.0,4.0,3.0,13.0,39.0,5.0,4.0,3.0,3.0,5.0,7.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,27.0,0.0,1.0,29.0,1.0,0.0,1.0,17.0,11.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,83.0,2.0,4.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,17.0,19.0,0.0,0.0,10.0
health,77.0,22.0,31.0,12.0,15.0,16.0,18.0,21.0,22.0,4.0,8.0,5.0,10.0,1.0,3.0,10.0,20.0,0.0,5.0,4.0,0.0,5.0,14.0,1.0,1.0,5.0,8.0,4.0,0.0,1.0,3.0,1.0,2.0,9.0,1.0,1.0,1.0,0.0,5.0,0.0,7.0,18.0,0.0,8.0,1.0,4.0,2.0,0.0,5.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,86.0,4.0,0.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,6.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0
italy,76.0,7.0,11.0,20.0,16.0,15.0,7.0,17.0,13.0,16.0,4.0,11.0,2.0,15.0,17.0,6.0,4.0,0.0,2.0,5.0,1.0,1.0,3.0,8.0,10.0,0.0,2.0,1.0,6.0,7.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,13.0,5.0,7.0,22.0,11.0,0.0,2.0,3.0,4.0,7.0,0.0,23.0,8.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,85.0,0.0,0.0,10.0,1.0,6.0,5.0,2.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,10.0,5.0,2.0,1.0,0.0,0.0
superring,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happy,60.0,6.0,9.0,6.0,3.0,4.0,44.0,5.0,1.0,26.0,38.0,31.0,5.0,12.0,38.0,4.0,4.0,1.0,8.0,40.0,1.0,8.0,7.0,38.0,27.0,8.0,14.0,0.0,7.0,1.0,33.0,2.0,2.0,2.0,3.0,42.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,25.0,3.0,0.0,0.0,2.0,41.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,81.0,0.0,30.0,6.0,0.0,37.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
covıd19,81.0,10.0,18.0,38.0,19.0,10.0,11.0,36.0,13.0,12.0,2.0,2.0,6.0,3.0,4.0,12.0,8.0,8.0,3.0,0.0,6.0,3.0,4.0,6.0,4.0,3.0,3.0,3.0,0.0,9.0,3.0,5.0,10.0,9.0,5.0,1.0,2.0,10.0,7.0,6.0,1.0,7.0,0.0,2.0,2.0,5.0,3.0,0.0,2.0,9.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,10.0,0.0,0.0,80.0,1.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0
instadaily,61.0,6.0,6.0,11.0,8.0,3.0,47.0,5.0,0.0,29.0,55.0,48.0,14.0,17.0,44.0,4.0,0.0,1.0,3.0,32.0,1.0,4.0,2.0,37.0,27.0,2.0,10.0,0.0,1.0,2.0,35.0,0.0,1.0,5.0,4.0,29.0,2.0,10.0,3.0,2.0,0.0,7.0,0.0,0.0,3.0,24.0,13.0,1.0,0.0,3.0,40.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,30.0,1.0,82.0,4.0,1.0,39.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,13.0,31.0,1.0,1.0,10.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,26.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0
goodvibes,87.0,3.0,4.0,5.0,7.0,9.0,19.0,1.0,1.0,6.0,10.0,7.0,4.0,7.0,6.0,0.0,5.0,2.0,0.0,11.0,0.0,0.0,7.0,6.0,6.0,1.0,8.0,3.0,2.0,9.0,5.0,1.0,1.0,4.0,2.0,5.0,4.0,15.0,3.0,5.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,6.0,5.0,4.0,79.0,1.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mask,76.0,10.0,41.0,12.0,35.0,6.0,16.0,8.0,26.0,20.0,13.0,16.0,1.0,1.0,2.0,15.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,8.0,13.0,14.0,0.0,13.0,13.0,2.0,6.0,1.0,19.0,15.0,14.0,1.0,0.0,4.0,2.0,6.0,2.0,13.0,15.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,1.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
smile,58.0,5.0,10.0,5.0,5.0,5.0,44.0,9.0,5.0,26.0,46.0,39.0,15.0,14.0,36.0,6.0,5.0,2.0,6.0,34.0,0.0,8.0,2.0,45.0,29.0,7.0,13.0,0.0,6.0,0.0,34.0,1.0,1.0,0.0,2.0,36.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0,5.0,1.0,25.0,14.0,0.0,0.0,4.0,46.0,4.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,37.0,0.0,39.0,5.0,0.0,76.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,28.0,0.0,3.0,9.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
paris,64.0,0.0,8.0,7.0,19.0,10.0,5.0,1.0,2.0,8.0,4.0,21.0,1.0,22.0,7.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,3.0,0.0,0.0
comedy,75.0,7.0,36.0,7.0,5.0,3.0,16.0,4.0,7.0,6.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0,18.0,0.0,0.0,10.0,1.0,0.0,5.0,0.0,1.0,0.0,26.0,26.0,5.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,15.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,7.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,78.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,8.0,1.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
